UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
138600,154200,1542,Agnes Scott College,Decatur,GA,www.agnesscott.edu,www.collegecostcalculator.org/agnesscott,0,3,2,21,0,0,0,0,0,0,0,0,1,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0286,0,0,0,0,0,0,0,0.0514,0,0,0.1086,0,0,0.1486,0.0343,0,0.0114,0,0.0171,0,0.0171,0,0.1829,0,0,0.2114,0,0,0,0,0.08,0.0514,0,0.0571,0,858,0.31,0.3473,0.0932,0.0455,0,0,0.0629,0.1014,0.0396,0.0058,1,NULL,18635,NULL,NULL,NULL,NULL,NULL,16756,15989,19325,20060,25644,0.4486,0.8276,NULL,NULL,NULL,0.6576,0.0459,27000,299.75535,0.833333333333,0.67726318181818,NULL,39400,0.55023920536041
138682,560100,5601,Albany Technical College,Albany,GA,www.albanytech.edu,www.albanytech.edu/images/netcalc/,0,1,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0153,0,0,0,0,0,0.025,0.057,0.0395,0,0.0105,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1175,0,0,0.0298,0.2674,0.0566,0.0259,0.0145,0.0596,0.242,0,0,3743,0.1857,0.7937,0.0099,0.0013,0.0011,0.0008,0.0067,0,0.0008,0.4419,1,485,NULL,186,481,5544,6867,6867,NULL,NULL,NULL,NULL,NULL,0.8094,NULL,0.5488,NULL,0.3871,0.5454,0.615,8232.5,91.397626625,0.230474732006,NULL,0.54914478649453,22000,0.33945944905281
138691,154300,1543,Darton State College,Albany,GA,www.darton.edu,www.darton.edu/admin/finaid/calc,0,2,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0.0011,0,0,0.0023,0,0.0184,0,0.3594,0,0,0,0,0,0,0,0,0,0,0,0,0.0253,0,0,0,0,0,0.0023,0.5649,0.0264,0,0,5984,0.486,0.4504,0.0259,0.0079,0.0032,0.0012,0.0058,0.0155,0.0042,0.5119,1,7155,NULL,6281,6929,9126,10820,10017,NULL,NULL,NULL,NULL,NULL,0.5611,NULL,0.5621,NULL,0.4167,0.5367,0.4875,13934,154.6959647,0.486581096849,NULL,0.16229287481444,31700,0.49056604504585
138716,154400,1544,Albany State University,Albany,GA,www.asurams.edu/,www.asurams.edu/web/prospective/net-price-calculator,0,3,1,13,1,0,0,0,0,0,0,0,0,NULL,420,480,400,470,NULL,NULL,450,435,NULL,17,20,16,20,17,20,NULL,NULL,19,18,19,NULL,887,887,0,0,0,0,0.0385,0,0.0308,0,0.2177,0,0,0,0,0,0.027,0,0,0.0829,0.0135,0,0,0,0,0,0.0154,0,0.0867,0.1445,0.0289,0.052,0,0,0,0,0.0096,0.0405,0.1965,0.0154,0,3566,0.0443,0.91,0.0095,0.0017,0.0014,0.0003,0.002,0.0025,0.0283,0.1551,1,13154,NULL,12026,13264,16091,16241,16862,NULL,NULL,NULL,NULL,NULL,0.7229,0.697,NULL,0.4286,NULL,0.9045,0.2396,31750,352.4900875,0.357060185185,0.40433689759036,NULL,32700,0.4351851940155
138761,154500,1545,Andrew College,Cuthbert,GA,www.andrewcollege.edu,npc.collegeboard.org/student/app/andrew?iframe=true,0,2,2,32,0,0,0,0,0,0,0,0,0,71,350,470,360,470,370,480,410,415,425,15,19,14,16,15,19,5,12,17,15,17,9,825,825,0.0541,0.027,0,0,0,0,0,0,0.0811,0.027,0,0,0,0.1081,0,0,0,0.027,0,0,0,0.0541,0,0,0.027,0,0.0541,0.027,0.027,0.0541,0,0,0,0,0.0541,0.3243,0.0541,0,0,311,0.3923,0.4887,0.074,0.0096,0,0,0.0096,0.0257,0,0.0161,1,NULL,15702,NULL,NULL,NULL,NULL,NULL,13976,15325,18073,17415,19195,0.5719,NULL,0.4425,NULL,NULL,0.8699,0.0095,11622.5,129.033576125,0.61214953271,NULL,0.1812352750809,26400,0.31818181276321
138789,154600,1546,Armstrong Atlantic State University,Savannah,GA,www.armstrong.edu,www.armstrong.edu/Departments/financial_aid/finaid_net_price_calculator,0,3,1,12,0,0,0,0,0,0,0,0,0,NULL,460,550,450,540,NULL,NULL,505,495,NULL,19,23,19,23,18,23,NULL,NULL,21,21,21,NULL,997,997,0,0,0,0.0048,0,0,0.0259,0,0.0968,0,0,0.0144,0,0.0067,0.0345,0.1697,0,0.0508,0.0077,0,0,0,0,0,0.024,0,0.0431,0.0431,0,0.0355,0,0,0,0,0.0326,0.3941,0,0.0163,0,6206,0.5947,0.2425,0.0661,0.0353,0.0024,0.0013,0.0393,0.0169,0.0015,0.2486,1,14795,NULL,12451,13649,15997,17564,17817,NULL,NULL,NULL,NULL,NULL,0.434,0.6736,NULL,0.4149,NULL,0.5742,0.2917,20500,227.592025,0.734268248831,0.33806729032258,NULL,39400,0.65387117862701
138840,854300,8543,Atlanta Technical College,Atlanta,GA,www.atlantatech.edu/,old.atlantatech.edu/Netprice/npcalc.htm,0,1,1,11,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0763,0.1188,0.0501,0,0.0044,0,0.0322,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0.0529,0.3035,0.0033,0.0114,0.0049,0.1499,0.1586,0,0,4568,0.0342,0.9247,0.012,0.0147,0.0028,0.0007,0.0033,0.0011,0.0066,0.6202,1,3009,NULL,2891,2966,5732,6637,7799,NULL,NULL,NULL,NULL,NULL,0.7653,NULL,0.5409,NULL,0.3553,0.5308,0.6909,9500,105.469475,NULL,NULL,0.37476468172484,21900,0.31380751729011
138868,154700,1547,Point University,West Point,GA,www.point.edu,www.point.edu/netpricecalculator,0,3,2,32,0,0,0,0,0,0,0,0,0,48,420,535,420,510,NULL,NULL,478,465,NULL,18,22,16,22,17,22,NULL,NULL,20,19,20,NULL,946,946,0,0,0,0,0,0,0,0,0.0075,0,0,0,0.0299,0,0,0.0274,0,0.0025,0,0,0,0,0,0.2711,0,0,0.4353,0,0,0.01,0,0,0,0,0.0174,0,0.1965,0.0025,0,1354,0.3648,0.4114,0.0355,0.0044,0.0037,0.0015,0.0325,0,0.1462,0.0539,1,NULL,17800,NULL,NULL,NULL,NULL,NULL,16507,15703,18815,20531,19388,0.5914,0.4843,NULL,NULL,NULL,0.8442,0.4663,31250,346.9390625,0.743506493506,0.41111833333333,NULL,28800,0.47674417495727
138901,1216500,12165,Atlanta Metropolitan State College,Atlanta,GA,www.atlm.edu,www.atlm.edu/students/Net%20Price%20Calculator/npcalc.htm,0,2,1,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0792,0,0,0,0,0,0,0,0,0.9208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,0.0186,0.9183,0.0173,0.0064,0.0024,0.0017,0.0163,0.0102,0.0088,0.4478,1,10946,NULL,10686,11023,13665,14078,15545,NULL,NULL,NULL,NULL,NULL,0.7113,0.8,NULL,NULL,NULL,0.4159,0.3803,10002.5,111.048255125,0.32229580574,0.08977510204081,NULL,26700,0.38028168678283
138947,155900,1559,Clark Atlanta University,Atlanta,GA,www.cau.edu,cau.studentaidcalculator.com/survey.aspx,0,3,2,11,1,0,0,0,0,0,0,0,0,71,390,470,380,470,NULL,NULL,430,425,NULL,17,21,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,880,880,0,0,0,0,0.2338,0,0.0376,0,0.0188,0,0,0.0021,0,0,0.0355,0,0,0.0689,0.0104,0,0,0,0,0,0.0042,0,0.1232,0.0689,0.0209,0.0438,0,0,0,0,0.096,0,0.2255,0.0104,0,2629,0.0015,0.8749,0.0057,0.0019,0.0034,0,0,0.0084,0.1042,0.0437,1,NULL,30575,NULL,NULL,NULL,NULL,NULL,29006,30977,33296,34079,34201,0.7078,0.6506,NULL,0.2308,NULL,0.8796,0.0289,31500,349.714575,0.527621722846,0.39045420743639,NULL,33700,0.48566141724586
138956,559900,5599,Augusta Technical College,Augusta,GA,www.augustatech.edu,www.augustatech.edu/application_deadline.html,0,1,1,12,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.014,0,0,0,0,0.0015,0.0744,0.0597,0.0391,0,0.0295,0,0.0236,0.0059,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0.0685,0,0,0.031,0.14,0.0892,0,0.0899,0.1842,0.1466,0,0,4294,0.4162,0.5009,0.0212,0.0123,0.003,0.0012,0.0123,0.0016,0.0312,0.5927,1,9142,NULL,8506,9968,11788,14538,14082,NULL,NULL,NULL,NULL,NULL,0.6953,NULL,0.5639,NULL,0.4247,0.3118,0.5453,8286,91.9915863,NULL,NULL,0.40436969696969,22400,0.38547903299331
139010,1107400,11074,Bainbridge State College,Bainbridge,GA,www.bainbridge.edu,ares.bainbridge.edu/student/fina_aid/files/2013-2014/NetPriceCalculator/npcalc.htm,0,1,1,32,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0185,0.0403,0,0,0,0,0.0218,0.0084,0,0.2185,0,0,0,0,0.0017,0,0,0,0,0,0,0.037,0,0,0.0286,0.0336,0.0303,0.0319,0,0.4235,0.1059,0,0,2533,0.377,0.5744,0.0245,0.0028,0.0016,0.0004,0.0079,0.002,0.0095,0.5535,1,4413,NULL,4031,4491,6379,8581,8336,NULL,NULL,NULL,NULL,NULL,0.7901,NULL,0.5507,NULL,0.4128,0.6284,0.4972,15149.5,168.190506475,0.268698060942,NULL,0.1445625,24200,0.35107913613319
139144,155400,1554,Berry College,Mount Berry,GA,www.berry.edu,berry.studentaidcalculator.com/survey.aspx,0,3,2,23,0,0,0,0,0,0,0,0,0,NULL,530,640,530,630,520,610,585,580,565,24,29,24,30,23,27,NULL,NULL,27,27,25,NULL,1186,1186,0.1034,0.0271,0,0,0.0591,0,0.0049,0,0.0788,0,0.0099,0.0271,0,0,0.0345,0,0,0.133,0.0074,0,0.0123,0.0591,0.0123,0,0.0296,0,0.1034,0,0,0.0862,0,0,0,0,0.0493,0.0099,0.1305,0.0222,0,2122,0.845,0.0396,0.0575,0.0108,0.0019,0.0009,0.0264,0.0066,0.0113,0.0094,1,NULL,21327,NULL,NULL,NULL,NULL,NULL,17983,18372,21314,22768,25916,0.2626,0.7945,NULL,NULL,NULL,0.5566,0.0126,23875,265.06144375,0.882681564246,0.60894149377593,NULL,37700,0.5492957830429
139153,3076300,30763,Beulah Heights University,Atlanta,GA,www.beulah.edu,www.beulah.edu/page.aspx?pid=464,0,3,2,11,0,0,0,0,0,0,0,0,0,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0.3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0.0307,0.6913,0.0162,0.1859,0,0,0.0181,0.0126,0.0451,0.5704,1,NULL,10339,NULL,NULL,NULL,NULL,NULL,9905,11207,NULL,NULL,NULL,0.6248,0.963,NULL,0.9444,NULL,0.6732,0.8917,46688,518.3325104,0.427983539095,0.38806119402985,NULL,26800,0.51063829660415
139199,155600,1556,Brenau University,Gainesville,GA,www.brenau.edu,www.brenau.edu/netpricecalculator,0,3,2,13,0,0,0,0,0,0,0,0,1,NULL,440,550,430,500,NULL,NULL,495,465,NULL,19,21,18,23,17,22,NULL,NULL,20,21,20,NULL,957,957,0,0,0,0,0.0233,0,0,0,0.1036,0,0,0,0,0.0078,0.0052,0.0596,0,0.0363,0,0,0,0,0,0,0,0,0.0311,0,0,0,0,0,0,0,0.0881,0.3212,0.3135,0.0104,0,1683,0.514,0.3125,0.0636,0.0184,0.0024,0.0012,0.0261,0.0261,0.0357,0.3624,1,NULL,15493,NULL,NULL,NULL,NULL,NULL,13602,14346,16401,18571,16815,0.5206,0.6686,NULL,0.1,NULL,0.7464,0.5418,28956,321.4709598,0.787766450417,0.45214276169265,NULL,42600,0.66982620954513
139205,155700,1557,Brewton-Parker College,Mount Vernon,GA,www.bpc.edu,www.bpc.edu/calculator/npcalc.htm,0,3,2,42,0,0,0,0,0,0,0,0,0,54,400,490,410,500,370,480,445,455,425,17,20,15,21,17,21,NULL,NULL,19,18,19,NULL,896,896,0,0,0,0,0.0652,0,0,0,0.1957,0,0,0,0,0,0,0.1739,0,0.0109,0,0,0,0.0326,0.0217,0,0,0,0.1304,0,0.0326,0,0,0,0,0,0.0109,0,0.2826,0.0435,0,543,0.5801,0.3002,0.0368,0.0055,0,0,0.0092,0.0313,0.0368,0.0829,1,NULL,13146,NULL,NULL,NULL,NULL,NULL,12385,11659,15180,14140,13542,0.4574,0.597,NULL,1,NULL,0.6191,0.1241,21500,238.694075,0.656050955414,0.20746023054755,NULL,34700,0.51157408952713
139250,155800,1558,College of Coastal Georgia,Brunswick,GA,www.ccga.edu,www.ccga.edu/netprice/netpricecalculator/,0,2,1,13,0,0,0,0,0,0,0,0,0,NULL,410,510,430,540,NULL,NULL,460,485,NULL,17,22,16,22,16,23,NULL,NULL,20,19,20,NULL,940,940,0,0,0,0,0,0,0,0,0.1117,0,0,0,0,0,0,0.4289,0,0.0178,0.0025,0,0,0,0,0,0,0,0.0254,0,0,0,0,0,0,0,0,0.3452,0.0685,0,0,2855,0.6715,0.1765,0.0417,0.0165,0.0046,0.0021,0.0284,0.0102,0.0487,0.3611,1,11144,NULL,9793,10508,12377,13739,14020,NULL,NULL,NULL,NULL,NULL,0.5133,0.5735,NULL,0.5217,NULL,0.4854,0.3512,16950,188.1797475,0.515151515152,0.15684253450439,NULL,28000,0.44871795177459
139278,1048700,10487,West Georgia Technical College,Waco,GA,www.westgatech.edu,www.westgatech.edu/admissions/netpricecalc.htm,0,1,1,41,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0823,0.1287,0.0198,0,0.0074,0,0.0299,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0.0483,0,0,0.0014,0.1113,0.0543,0.0777,0.0078,0.3246,0.1048,0,0,6283,0.6145,0.3194,0.0264,0.0092,0.004,0.0008,0.0056,0.0016,0.0185,0.6809,1,4313,NULL,3354,4293,7141,8180,8725,NULL,NULL,NULL,NULL,NULL,0.5723,NULL,0.5498,NULL,0.4189,0.2343,0.4347,8357.5,92.785382875,NULL,NULL,0.30762477632484,27800,0.48201438784599
139287,3635300,36353,Carver Bible College,Atlanta,GA,www.carver.edu,www.carver.edu,1,3,2,21,0,0,0,0,0,0,0,0,0,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0.9417,0,0,0,0,0,0.0583,0,0.4272,1,NULL,15981,NULL,NULL,NULL,NULL,NULL,15981,NULL,NULL,NULL,NULL,0.7934,0.7857,NULL,1,NULL,0.7851,0.6796,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3,NULL,NULL,NULL
139311,897600,8976,Clayton State University,Morrow,GA,www.clayton.edu,adminsystems2.clayton.edu/price/,0,3,1,21,0,0,0,0,0,0,0,0,0,NULL,440,520,420,510,420,500,480,465,460,18,21,18,22,17,21,NULL,NULL,20,20,19,NULL,939,939,0,0,0,0,0.0178,0,0.0409,0,0.0231,0,0,0,0,0.0774,0.0222,0.1219,0,0.0338,0.0071,0,0,0.0133,0.0036,0,0.0044,0,0.1174,0.0391,0,0.0205,0,0,0,0,0.0151,0.2429,0.1851,0.0142,0,6445,0.2056,0.6498,0.0157,0.0448,0.0014,0.0008,0.0285,0.0104,0.043,0.4043,1,12015,NULL,10669,11615,14248,15913,16975,NULL,NULL,NULL,NULL,NULL,0.5781,0.7273,NULL,0.6667,NULL,0.6983,0.4888,28117.5,312.161890875,0.644761904762,0.26786447368421,NULL,38500,0.62086516618728
139357,562400,5624,Columbus Technical College,Columbus,GA,www.columbustech.edu/,www.columbustech.edu/NetPrice/npcalc.htm,0,1,1,12,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0272,0.0577,0.0256,0,0.0409,0,0.0401,0.0064,0,0.0024,0,0.0024,0,0,0,0.0048,0,0,0,0,0,0.0521,0,0,0.0248,0.2091,0.0577,0,0,0.3766,0.0721,0,0,3556,0.4156,0.4795,0.0453,0.0132,0.0053,0.0042,0.0172,0.0045,0.0152,0.6108,1,8515,NULL,8067,8709,10498,13020,NULL,NULL,NULL,NULL,NULL,NULL,0.7007,NULL,0.4553,NULL,0.3771,0.3103,0.5098,8760.5,97.259509025,NULL,NULL,0.27631558441558,26000,0.40902140736579
139366,156100,1561,Columbus State University,Columbus,GA,www.columbusstate.edu,finaid.columbusstate.edu/netprice.php,0,3,1,12,0,0,0,0,0,0,0,0,0,NULL,440,550,430,540,420,530,495,485,475,19,23,18,23,17,21,6,8,21,21,19,7,984,984,0,0,0,0,0,0,0.0233,0,0.1165,0.0009,0,0.0028,0,0,0.0559,0.0317,0,0.028,0.0056,0,0.0009,0.0354,0,0,0.0205,0,0.041,0.205,0,0.055,0,0,0,0,0.0596,0.1659,0.1379,0.014,0,6849,0.5246,0.3584,0.0523,0.0209,0.0053,0.0026,0.0269,0.0091,0,0.2781,1,11560,NULL,9645,11131,13055,14310,14874,NULL,NULL,NULL,NULL,NULL,0.4559,0.6648,NULL,0.5254,NULL,0.607,0.3071,24594,273.0438177,0.622432210353,0.3229483902439,NULL,36100,0.57053291797637
139384,402400,4024,Georgia Northwestern Technical College,Rome,GA,www.gntc.edu,www.gntc.edu/student-services/npcalc/npcalc.htm,0,1,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0045,0,0,0,0,0,0.0838,0.0694,0.024,0,0.018,0,0.0394,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0.0818,0.012,0,0.0095,0.1517,0.0334,0.0095,0,0.2889,0.1447,0,0,5220,0.79,0.1138,0.0695,0.0063,0.0025,0.0006,0.0167,0.0002,0.0004,0.6015,1,4779,NULL,4337,5100,6877,7552,9146,NULL,NULL,NULL,NULL,NULL,0.7079,NULL,0.5131,NULL,0.4384,0.2145,0.4368,6334,70.3203847,NULL,NULL,0.40081236673774,25700,0.43550625443458
139393,348400,3484,Covenant College,Lookout Mountain,GA,www.covenant.edu,huss.covenant.edu/netprice/,0,3,2,21,0,0,0,0,0,0,0,0,0,97,530,670,530,630,530,650,600,580,590,23,28,22,31,21,27,7,8,26,27,24,8,1173,1173,0,0,0,0,0,0,0.0148,0,0.202,0,0,0.0049,0,0,0.0985,0,0,0.0542,0.0049,0,0.0591,0,0.0443,0.0197,0.0197,0,0.1034,0,0,0.1084,0,0,0,0,0.0837,0,0.1182,0.064,0,1063,0.8833,0.0329,0.0226,0.0216,0.0056,0.0009,0.016,0.0169,0,0.0122,1,NULL,20141,NULL,NULL,NULL,NULL,NULL,15101,15439,18629,22527,25358,0.2958,0.847,NULL,NULL,NULL,0.5765,0.0254,21950,243.6899975,0.8976,0.59357908163265,NULL,39800,0.63092786073684
139463,395600,3956,Dalton State College,Dalton,GA,www.daltonstate.edu/,www.daltonstate.edu/financial-aid/net-price-calculator/index.htm,0,2,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0.084,0,0.067,0,0,0,0.0342,0.2407,0,0.0285,0.0057,0,0,0,0,0,0.0071,0,0,0.0356,0.0285,0,0,0.0028,0,0,0,0.2379,0.2108,0.0171,0,4852,0.6702,0.0466,0.1843,0.0117,0.0045,0.0014,0.0138,0.0181,0.0493,0.3796,1,5607,NULL,4611,5301,6396,9212,9758,NULL,NULL,NULL,NULL,NULL,0.6122,0.7124,NULL,0.55,NULL,0.3563,0.2578,13847,153.73008635,0.595628415301,0.15662517482517,NULL,30400,0.51321136951446
139621,1099700,10997,East Georgia State College,Swainsboro,GA,www.ega.edu,www.ega.edu,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,0,0,0,0,0,2803,0.4913,0.4274,0.0367,0.0064,0.0029,0.0018,0.0225,0.0039,0.0071,0.2191,1,5579,NULL,5333,5958,6711,5352,NULL,NULL,NULL,NULL,NULL,NULL,0.9851,NULL,NULL,NULL,NULL,0.6434,0.112,13521,150.11081805,0.418087472202,0.07823724604966,NULL,29700,0.45507246255874
139630,156300,1563,Emmanuel College,Franklin Springs,GA,www.ec.edu,www.ecnetprice.com,0,3,2,32,0,0,0,0,0,0,0,0,0,47,410,510,420,530,NULL,NULL,460,475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,935,935,0,0,0,0,0.0352,0,0,0,0.1268,0,0,0,0,0.0141,0.007,0.2746,0,0.0563,0.0141,0,0,0.1197,0,0.1127,0,0,0.0423,0,0,0,0,0,0,0,0.0282,0.0211,0.1268,0.0211,0,709,0.6841,0.1904,0.0423,0.0127,0,0,0.0212,0.0494,0,0.0282,1,NULL,12333,NULL,NULL,NULL,NULL,NULL,11142,10698,11868,15444,14895,0.5106,0.6406,NULL,NULL,NULL,0.6385,0.0868,26502,294.2265291,0.670076726343,0.43331481481481,NULL,32900,0.54201680421829
139658,156400,1564,Emory University,Atlanta,GA,www.emory.edu,www.emory.edu/FINANCIAL_AID/,0,3,2,21,0,0,0,0,0,0,0,0,0,71,620,710,650,750,640,730,665,700,685,29,32,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,1363,1363,0,0.0151,0,0.0124,0,0,0.0046,0,0.0027,0,0,0.0096,0,0,0.0252,0.1998,0,0.148,0.016,0,0.0188,0,0.0151,0,0.0339,0,0.0545,0,0,0.1879,0,0,0,0,0.0266,0.0729,0.1379,0.0188,0,7705,0.4048,0.0924,0.0623,0.2204,0.0014,0.0001,0.0278,0.1508,0.04,0.0127,1,NULL,28463,NULL,NULL,NULL,NULL,NULL,18204,17610,24192,30192,44920,0.2192,0.9438,NULL,NULL,NULL,0.3868,0.031,19500,216.489975,0.941964285714,0.89432249614792,NULL,59000,0.80309277772903
139700,950700,9507,Georgia Highlands College,Rome,GA,www.highlands.edu,www.highlands.edu/site/business-office-net-price-calc,0,2,1,41,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6648,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0.3258,0.0076,0,0,5324,0.6876,0.1741,0.0853,0.016,0.0032,0.0008,0.0233,0.006,0.0038,0.4718,1,5993,NULL,4759,5202,7919,9394,9298,NULL,NULL,NULL,NULL,NULL,0.5155,NULL,0.6467,NULL,0.5515,0.3779,0.2407,9250,102.6939625,0.648285137861,NULL,0.12825571557155,34100,0.53882575035095
